"";"cena";"waluta";"Oferta.od";"Kategoria";"Marka.pojazdu";"Model.pojazdu";"Generacja";"Rok.produkcji";"Przebieg";"Pojemnoœæ.skokowa";"Rodzaj.paliwa";"Moc";"Skrzynia.biegów";"Napêd";"Typ";"Liczba.drzwi";"Liczba.miejsc";"Kolor";"Metalik";"Faktura.VAT";"Kraj.pochodzenia";"Pierwszy.w³aœciciel";"Serwisowany.w.ASO";"Stan";"VIN";"Wersja";"Emisja.CO2";"VAT.mar¿a";"Mo¿liwoœæ.finansowania";"Bezwypadkowy";"Okres.gwarancji.producenta";"lub.do..przebieg.km.";"Pierwsza.rejestracja";"Zarejestrowany.w.Polsce";"Per³owy";"Numer.rejestracyjny.pojazdu";"Leasing";"Gwarancja.dealerska..w.cenie.";"Tuning";"Filtr.cz¹stek.sta³ych";"Uszkodzony";"Miesiêczna.rata";"Akryl..niemetalizowany.";"Homologacja.ciê¿arowa";"Kierownica.po.prawej..Anglik.";"Op³ata.pocz¹tkowa";"Liczba.pozosta³ych.rat";"Wartoœæ.wykupu";"Var.26";"Var.27";"Var.28";"Var.29";"Var.30";"Var.31";"Var.32";"Var.33";"Var.25";"Var.34";"Var.35";"Matowy";"Zarejestrowany.jako.zabytek";"Warranty.if.agreed.with.the.buyer"
"9357";39900;"PLN";"Osoby prywatnej";"Osobowe";"Hyundai";"i40";NA;2015;"110 000 km";"1 685 cm3";"Diesel";"116 KM";"Manualna";"Na przednie ko³a";"Kombi";5;5;"Bia³y";NA;NA;NA;NA;NA;"U¿ywane";"Wyœwietl VIN";"i40cw 1.7 CRDi blue";"113 g/km";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9358";26600;"PLN";"Osoby prywatnej";"Osobowe";"Hyundai";"i40";NA;2013;"204 000 km";"1 685 cm3";"Diesel";"136 KM";"Manualna";"Na przednie ko³a";"Kombi";5;5;"Czarny";NA;NA;NA;NA;NA;"U¿ywane";"Wyœwietl VIN";"1.7 CRDi Premium";"124 g/km";NA;NA;NA;NA;NA;"23/10/2013";NA;NA;NA;NA;NA;NA;NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9359";14900;"PLN";"Osoby prywatnej";"Osobowe";"Hyundai";"I30";"I (2007-2012)";2008;"246 227 km";"1 582 cm3";"Diesel";"115 KM";"Manualna";NA;"Kombi";5;NA;"Srebrny";"Tak";NA;NA;NA;NA;"U¿ywane";"Wyœwietl VIN";"1.6 CRDi Classic +";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9360";25000;"PLN";"Firmy";"Osobowe";"Hyundai";"I30";"I (2007-2012)";2009;"96 000 km";"1 591 cm3";"Benzyna";"126 KM";"Manualna";"Na przednie ko³a";"Kompakt";5;5;"Bia³y";"Tak";NA;"Niemcy";"Tak";"Tak";"U¿ywane";"Wyœwietl VIN";"1.6 Premium";NA;"Tak";NA;"Tak";NA;NA;"04/04/2009";"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9361";24900;"PLN";"Firmy";"Osobowe";"Hyundai";"ix20";NA;2010;"136 700 km";"1 396 cm3";"Benzyna";"90 KM";"Manualna";"Na przednie ko³a";"Minivan";5;5;"Bia³y";NA;NA;"Niemcy";"Tak";"Tak";"U¿ywane";"Wyœwietl VIN";"1.4 BlueDrive Classic";"130 g/km";"Tak";"Tak";NA;NA;NA;"28/07/2011";NA;NA;"WRA3805F";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9362";61500;"PLN";"Firmy";"Osobowe";"Hyundai";"I30";"III (2017-)";2020;"1 800 km";"1 498 cm3";"Benzyna";"110 KM";"Manualna";"Na przednie ko³a";"Kompakt";5;5;"Szary";"Tak";"Tak";"Polska";"Tak";"Tak";"U¿ywane";"Wyœwietl VIN";"1.5 DPI Classic +";NA;NA;"Tak";"Tak";"14/08/2025";NA;NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9363";29900;"PLN";"Osoby prywatnej";"Osobowe";"Hyundai";"Veloster";NA;2013;"103 000 km";"1 591 cm3";"Benzyna";"186 KM";"Manualna";"Na przednie ko³a";"Kompakt";4;4;"Bia³y";"Tak";NA;"Szwajcaria";"Tak";"Tak";"U¿ywane";"Wyœwietl VIN";"1.6 Turbo";"157 g/km";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9364";38000;"PLN";"Osoby prywatnej";"Osobowe";"Hyundai";"Genesis Coupe";NA;2009;"125 350 km";"1 998 cm3";"Benzyna";"210 KM";"Automatyczna";"Na tylne ko³a";"Coupe";2;4;"Czarny";"Tak";"Tak";"Inny";NA;NA;"U¿ywane";"Wyœwietl VIN";NA;NA;NA;NA;NA;NA;NA;"11/12/2009";"Tak";NA;"DW9LX81";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9365";29900;"PLN";"Firmy";"Osobowe";"Hyundai";"I30";"II (2012-)";2013;"155 200 km";"1 396 cm3";"Benzyna";"99 KM";"Manualna";"Na przednie ko³a";"Kompakt";5;5;"Srebrny";"Tak";"Tak";"Polska";"Tak";"Tak";"U¿ywane";"Wyœwietl VIN";NA;"145 g/km";NA;"Tak";"Tak";NA;NA;"12/08/2013";"Tak";NA;NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9366";24900;"PLN";"Firmy";"Osobowe";"Hyundai";"ix20";NA;2013;"141 000 km";"1 591 cm3";"Benzyna";"125 KM";"Manualna";"Na przednie ko³a";"Kompakt";5;5;"Bia³y";"Tak";NA;"Niemcy";"Tak";"Tak";"U¿ywane";"Wyœwietl VIN";NA;"139 g/km";"Tak";"Tak";"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9367";39999;"PLN";"Firmy";"Osobowe";"Hyundai";"i40";NA;2016;"199 000 km";"1 700 cm3";"Diesel";"115 KM";"Manualna";"Na przednie ko³a";"Sedan";4;5;"Czarny";NA;"Tak";"Hiszpania";"Tak";"Tak";"U¿ywane";"Wyœwietl VIN";NA;NA;NA;"Tak";NA;NA;NA;"25/08/2016";"Tak";NA;NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9368";15900;"PLN";"Firmy";"Osobowe";"Hyundai";"I30";"I (2007-2012)";2009;"227 000 km";"1 582 cm3";"Diesel";"90 KM";"Manualna";"Na przednie ko³a";"Kompakt";5;5;"Szary";"Tak";NA;"Niemcy";NA;"Tak";"U¿ywane";"Wyœwietl VIN";"1.6 CRDI";"119 g/km";"Tak";"Tak";"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9369";49900;"PLN";"Firmy";"Osobowe";"Hyundai";"I30";"III (2017-)";2019;"20 000 km";"1 368 cm3";"Benzyna";"100 KM";"Manualna";"Na przednie ko³a";"Kompakt";5;5;"Czerwony";"Tak";"Tak";"Polska";"Tak";"Tak";"U¿ywane";"Wyœwietl VIN";"1.4 GO";"126 g/km";NA;"Tak";NA;NA;NA;NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9370";19500;"PLN";"Osoby prywatnej";"Osobowe";"Hyundai";"I30";"I (2007-2012)";2010;"147 400 km";"1 396 cm3";"Benzyna";"109 KM";"Manualna";"Na przednie ko³a";"Kompakt";5;5;"Czerwony";NA;NA;NA;"Tak";"Tak";"U¿ywane";"Wyœwietl VIN";"1.4 Base + EU5";"142 g/km";"Tak";NA;"Tak";NA;NA;"26/10/2010";"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9371";25900;"PLN";"Firmy";"Osobowe";"Hyundai";"ix20";NA;2013;"123 000 km";"1 396 cm3";"Benzyna";"90 KM";"Manualna";"Na przednie ko³a";"Minivan";5;5;"Bia³y";NA;NA;NA;NA;NA;"U¿ywane";"Wyœwietl VIN";"1.4";"140 g/km";"Tak";NA;NA;NA;NA;"22/11/2013";"Tak";NA;"SR5608M";NA;NA;NA;NA;NA;NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9372";40400;"PLN";"Firmy";"Osobowe";"Hyundai";"i20";"II (2014-)";2019;"45 838 km";"1 248 cm3";"Benzyna";"84 KM";"Manualna";"Na przednie ko³a";"Auta miejskie";5;5;"Niebieski";"Tak";"Tak";"Polska";"Tak";"Tak";"U¿ywane";"Wyœwietl VIN";"1.2 Classic Plus";NA;NA;"Tak";NA;NA;NA;"01/10/2019";"Tak";NA;"WD9328M";"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9373";127500;"PLN";"Firmy";"Osobowe";"Hyundai";"Tucson";"II (2015-)";2020;"5 000 km";"1 591 cm3";"Benzyna";"177 KM";"Automatyczna";"Na przednie ko³a";"SUV";5;5;"Czarny";NA;NA;NA;NA;NA;"Nowe";"Wyœwietl VIN";"1.6 T-GDi N Line 2WD DCT";NA;NA;NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9374";64500;"PLN";"Firmy";"Osobowe";"Hyundai";"i20";"II (2014-)";2021;"5 km";"1 197 cm3";"Benzyna";"84 KM";"Manualna";"Na przednie ko³a";"Auta miejskie";5;5;"Niebieski";"Tak";"Tak";"Polska";NA;NA;"Nowe";"Wyœwietl VIN";"1.2 Comfort";NA;NA;"Tak";"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9375";20000;"PLN";"Osoby prywatnej";"Osobowe";"Hyundai";"i20";"I (2008-2014)";2014;"93 100 km";"1 120 cm3";"Diesel";"75 KM";"Manualna";"Na przednie ko³a";"Auta miejskie";NA;NA;"Srebrny";NA;NA;"Polska";NA;NA;"U¿ywane";"Wyœwietl VIN";NA;NA;NA;NA;"Tak";NA;NA;NA;"Tak";NA;NA;NA;NA;NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9376";104000;"PLN";"Firmy";"Osobowe";"Hyundai";"Tucson";"II (2015-)";2019;"16 km";"1 998 cm3";"Benzyna";"155 KM";"Automatyczna";"Na przednie ko³a";"SUV";5;5;"Czerwony";NA;"Tak";NA;"Tak";NA;"U¿ywane";"Wyœwietl VIN";NA;NA;NA;NA;"Tak";NA;NA;NA;NA;NA;NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9377";184600;"PLN";"Firmy";"Osobowe";"Hyundai";"Tucson";"II (2015-)";2021;"19 km";"1 598 cm3";"Hybryda";"180 KM";"Automatyczna";"4x4 (do³¹czany rêcznie)";"SUV";5;5;"Czarny";"Tak";"Tak";NA;NA;NA;"Nowe";NA;"1.6 T-GDi HEV Platinum 4WD";"140 g/km";NA;"Tak";"Tak";NA;NA;NA;NA;NA;NA;"Tak";NA;NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9378";38900;"PLN";"Firmy";"Osobowe";"Hyundai";"ix35";NA;2010;"179 000 km";"1 995 cm3";"Diesel";"136 KM";"Manualna";"4x4 (do³¹czany rêcznie)";"SUV";5;5;"Bia³y";NA;NA;"Niemcy";"Tak";"Tak";"U¿ywane";"Wyœwietl VIN";"2.0 CRDi Style";"149 g/km";"Tak";"Tak";"Tak";NA;NA;"03/08/2010";NA;NA;"NWNY199";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9379";16700;"PLN";"Firmy";"Osobowe";"Hyundai";"I30";"I (2007-2012)";2009;"239 000 km";"1 396 cm3";"Benzyna";"109 KM";"Manualna";"Na przednie ko³a";"Kompakt";5;5;"Czarny";"Tak";NA;"Niemcy";"Tak";"Tak";"U¿ywane";"Wyœwietl VIN";"1.4 Classic +";"145 g/km";"Tak";NA;"Tak";NA;NA;NA;"Tak";"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9380";24899;"PLN";"Osoby prywatnej";"Osobowe";"Hyundai";"I30";"II (2012-)";2016;"47 300 km";"1 396 cm3";"Diesel";"90 KM";"Manualna";"Na przednie ko³a";"Auta miejskie";5;5;"Bia³y";NA;"Tak";"Polska";"Tak";"Tak";"U¿ywane";"Wyœwietl VIN";"1.4 CRDi Comfort";NA;NA;NA;NA;NA;"100 000 km";NA;"Tak";NA;NA;NA;NA;NA;NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9381";55400;"PLN";"Firmy";"Osobowe";"Hyundai";"i10";"II (2013-)";2020;"5 km";"1 197 cm3";"Benzyna";"84 KM";"Manualna";"Na przednie ko³a";"Auta ma³e";5;5;"Niebieski";"Tak";"Tak";NA;NA;NA;"Nowe";NA;"1.2 Comfort";NA;NA;"Tak";"Tak";NA;NA;NA;NA;NA;NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9382";31900;"PLN";"Osoby prywatnej";"Osobowe";"Hyundai";"i40";NA;2012;"275 000 km";"1 685 cm3";"Diesel";"136 KM";"Manualna";"Na przednie ko³a";"Sedan";5;5;"Niebieski";"Tak";NA;"Niemcy";NA;NA;"U¿ywane";"Wyœwietl VIN";NA;NA;"Tak";NA;NA;NA;NA;"25/05/0012";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9383";43000;"PLN";"Firmy";"Osobowe";"Hyundai";"ix35";NA;2012;"131 689 km";"1 995 cm3";"Diesel";"184 KM";"Automatyczna";"4x4 (do³¹czany automatycznie)";"SUV";5;5;"Br¹zowy";"Tak";NA;"Polska";"Tak";"Tak";"U¿ywane";"Wyœwietl VIN";NA;NA;NA;"Tak";"Tak";NA;NA;"30/08/2012";"Tak";NA;NA;"Tak";NA;NA;NA;NA;"256 PLN";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9384";45800;"PLN";"Firmy";"Osobowe";"Hyundai";"ix35";NA;2015;"89 000 km";"1 591 cm3";"Benzyna";"135 KM";"Manualna";"Na przednie ko³a";"SUV";5;5;"Bia³y";NA;NA;"Niemcy";"Tak";"Tak";"U¿ywane";"Wyœwietl VIN";"1.6 GDI Classic 2WD";"158 g/km";"Tak";"Tak";"Tak";NA;NA;"19/05/2015";NA;NA;"MONMC76";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9385";133900;"PLN";"Firmy";"Osobowe";"Hyundai";"Kona";NA;2020;"8 750 km";NA;"Elektryczny";"136 KM";"Automatyczna";"Na przednie ko³a";"SUV";5;5;"Bia³y";NA;NA;NA;"Tak";NA;"U¿ywane";"Wyœwietl VIN";"Electric 39kWh Premium";NA;NA;NA;NA;NA;NA;"03/03/2020";"Tak";NA;"KR1SE61";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9386";44900;"PLN";"Firmy";"Osobowe";"Hyundai";"i20";"II (2014-)";2019;"32 821 km";"1 248 cm3";"Benzyna";"84 KM";"Manualna";"Na przednie ko³a";"Auta miejskie";5;5;"Czerwony";"Tak";"Tak";"Polska";"Tak";"Tak";"U¿ywane";"Wyœwietl VIN";NA;NA;NA;"Tak";"Tak";"21/02/2025";NA;"21/02/2020";"Tak";NA;"WW1669Y";"Tak";NA;NA;NA;NA;"428 PLN";NA;NA;NA;"9 180 PLN";120;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9387";35900;"PLN";"Firmy";"Osobowe";"Hyundai";"ix35";NA;2011;"195 328 km";"1 995 cm3";"Diesel";"136 KM";"Manualna";"Na przednie ko³a";"SUV";5;5;"Szary";"Tak";NA;"Niemcy";"Tak";NA;"U¿ywane";"Wyœwietl VIN";"2.0 CRDi Classic 2WD";"147 g/km";"Tak";"Tak";"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9388";36900;"PLN";"Osoby prywatnej";"Osobowe";"Hyundai";"ix35";NA;2011;"175 000 km";"2 000 cm3";"Diesel";"136 KM";"Manualna";"4x4 (do³¹czany automatycznie)";"SUV";5;5;"Czarny";"Tak";NA;"Polska";NA;"Tak";"U¿ywane";"Wyœwietl VIN";NA;NA;NA;"Tak";"Tak";NA;"175 000 km";NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9389";22800;"PLN";"Osoby prywatnej";"Osobowe";"Hyundai";"Tucson";"I (2004-2010)";2008;"174 000 km";"1 975 cm3";"Benzyna";"141 KM";"Manualna";"Na przednie ko³a";"SUV";5;5;"Czarny";"Tak";NA;"Niemcy";"Tak";NA;"U¿ywane";"Wyœwietl VIN";"2.0 Comfort 2WD";"190 g/km";NA;NA;"Tak";NA;NA;"09/05/2008";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9390";8000;"PLN";"Osoby prywatnej";"Osobowe";"Hyundai";"I30";"II (2012-)";2015;"420 000 km";"1 582 cm3";"Diesel";"110 KM";"Manualna";"Na przednie ko³a";"Kompakt";5;5;"Czarny";"Tak";"Tak";"Polska";"Tak";"Tak";"U¿ywane";"Wyœwietl VIN";"i30cw 1.6 CRDi";"113 g/km";NA;NA;NA;NA;NA;"29/05/2015";"Tak";NA;NA;NA;NA;NA;NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9391";69900;"PLN";"Firmy";"Osobowe";"Hyundai";"Tucson";"II (2015-)";2016;"148 670 km";"1 995 cm3";"Diesel";"136 KM";"Manualna";"Na przednie ko³a";"SUV";5;5;"Srebrny";"Tak";NA;"Belgia";"Tak";"Tak";"U¿ywane";"Wyœwietl VIN";NA;"127 g/km";"Tak";NA;"Tak";NA;NA;"05/08/2016";"Tak";"Tak";"NE6032H";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9392";15500;"PLN";"Osoby prywatnej";"Osobowe";"Hyundai";"I30";"I (2007-2012)";2011;"204 189 km";"1 396 cm3";"Benzyna";"109 KM";"Manualna";"Na przednie ko³a";"Kombi";5;5;"Srebrny";"Tak";NA;NA;NA;NA;"U¿ywane";"Wyœwietl VIN";"1.4 Classic";NA;NA;NA;"Tak";NA;NA;NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9393";54999;"PLN";"Osoby prywatnej";"Osobowe";"Hyundai";"I30";"III (2017-)";2017;"980 000 km";"1 582 cm3";"Diesel";"110 KM";"Manualna";"Na przednie ko³a";"Kombi";5;5;"Bia³y";NA;"Tak";"Polska";"Tak";"Tak";"U¿ywane";"Wyœwietl VIN";"1.6 CRDi BlueDrive Classic +";"99 g/km";NA;NA;NA;NA;NA;"09/04/2018";"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9394";12950;"PLN";"Firmy";"Osobowe";"Hyundai";"i10";"I (2008-2013)";2009;"131 674 km";"1 086 cm3";"Benzyna";"67 KM";"Manualna";"Na przednie ko³a";"Auta miejskie";5;5;"Czerwony";NA;NA;NA;"Tak";"Tak";"U¿ywane";"Wyœwietl VIN";"1.1";NA;"Tak";"Tak";"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9395";52800;"PLN";"Firmy";"Osobowe";"Hyundai";"ix35";NA;2015;"105 000 km";"1 685 cm3";"Diesel";"115 KM";"Manualna";"Na przednie ko³a";"SUV";5;5;"Szary";"Tak";NA;NA;"Tak";"Tak";"U¿ywane";"Wyœwietl VIN";"1.7 CRDi Premium 2WD";NA;"Tak";"Tak";"Tak";NA;NA;NA;NA;"Tak";NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9396";48800;"PLN";"Firmy";"Osobowe";"Hyundai";"ix35";NA;2015;"162 000 km";"1 685 cm3";"Diesel";"115 KM";"Manualna";"Na przednie ko³a";"SUV";5;5;"Srebrny";"Tak";NA;NA;"Tak";"Tak";"U¿ywane";"Wyœwietl VIN";"1.7 CRDi Premium 2WD";NA;"Tak";"Tak";"Tak";NA;NA;NA;NA;"Tak";NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9397";76400;"PLN";"Firmy";"Osobowe";"Hyundai";"Kona";NA;2020;"1 148 km";"998 cm3";"Benzyna";"120 KM";"Manualna";"Na przednie ko³a";"SUV";5;5;"Bordowy";"Tak";NA;NA;NA;"Tak";"U¿ywane";"Wyœwietl VIN";"1.0 T-GDI Comfort";NA;NA;NA;"Tak";NA;NA;"13/08/2020";"Tak";NA;"EP0289A";NA;"60 miesiêcy";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9398";64900;"PLN";"Firmy";"Osobowe";"Hyundai";"I30";"III (2017-)";2019;"25 844 km";"1 353 cm3";"Benzyna";"140 KM";"Automatyczna";"Na przednie ko³a";"Kombi";5;5;"Bia³y";NA;"Tak";"Polska";"Tak";"Tak";"U¿ywane";"Wyœwietl VIN";"1.4 T-GDI Classic + DCT";NA;NA;"Tak";"Tak";"01/03/2024";NA;"29/03/2019";"Tak";NA;NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9399";84900;"PLN";"Firmy";"Osobowe";"Hyundai";"Kona";NA;2020;"2 000 km";"1 591 cm3";"Benzyna";"177 KM";"Automatyczna";"4x4 (do³¹czany automatycznie)";"SUV";5;5;"Czarny";NA;"Tak";"Kanada";NA;NA;"U¿ywane";"Wyœwietl VIN";"1.6 T-GDI Comfort 4WD DCT";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9400";72900;"PLN";"Firmy";"Osobowe";"Hyundai";"Tucson";"II (2015-)";2016;"182 432 km";"1 995 cm3";"Diesel";"136 KM";"Automatyczna";"4x4 (do³¹czany automatycznie)";"SUV";5;5;"Czarny";"Tak";NA;"Belgia";"Tak";"Tak";"U¿ywane";"Wyœwietl VIN";NA;"129 g/km";"Tak";NA;"Tak";NA;NA;"26/02/2016";"Tak";"Tak";NA;NA;NA;NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9401";33000;"PLN";"Osoby prywatnej";"Osobowe";"Hyundai";"i20";"II (2014-)";2017;"89 500 km";"1 248 cm3";"Benzyna";"84 KM";"Manualna";"Na przednie ko³a";"Auta miejskie";5;5;"Bia³y";NA;"Tak";NA;NA;"Tak";"U¿ywane";"Wyœwietl VIN";"1.2 Fresh";"119 g/km";NA;NA;"Tak";NA;NA;"07/09/2017";"Tak";"Tak";"FWS7P16";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9402";49900;"PLN";"Osoby prywatnej";"Osobowe";"Hyundai";"ix35";NA;2013;"131 000 km";"1 591 cm3";"Benzyna";"135 KM";"Manualna";NA;"SUV";5;5;"Bia³y";"Tak";NA;"Niemcy";"Tak";"Tak";"U¿ywane";"Wyœwietl VIN";NA;NA;"Tak";"Tak";"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"9403";33900;"PLN";"Osoby prywatnej";"Osobowe";"Hyundai";"ix20";NA;2016;"40 612 km";"1 396 cm3";"Benzyna";"90 KM";"Manualna";"Na przednie ko³a";"Auta miejskie";5;5;"Czarny";NA;NA;NA;NA;NA;"U¿ywane";"Wyœwietl VIN";NA;"140 g/km";"Tak";NA;NA;NA;NA;"12/12/2016";NA;NA;"NDZ33XA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
